<new sheet>
sheet_name: Sheet1

,Banking Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Profit Before Corporate Taxes,11661.476999999999,25407.732000000004,38097.794,50423.5921,11520.347999999998,28974.625999999997,44649.24750441,52209.516,16460.895,48818.49999999999,70485.45999999999,89967.743,21654.369,43460.004,69042.48599999999,94077.365,29236.092999999997,56866.525,87875.259,116778.15199999999,32667.523,53920.80500000001,78738.319,104487.819,26821.173,53878.191,90516.74500000001,126486.49200000003,32667.404000000002,65687.73400000001,101966.316,139857.71899999998,30986.713,73835.05200000001,120782.96800000001,164968.96600000001,41929.024000000005,92563.119,140634.50499999998,194397.75999999998,51277.969,96476.62400000001,147067.157,194715.73,41871.098999999995,81390.872,130443.644,171739.749,40657.426999999996,80740.91699999999,130718.672,189684.20100000003,71009.022,133758.872,192444.979,258722.23599999998
,Corporate Tax,4882.806999999999,10264.617,16366.324999999997,22667.650999999998,5212.207,12057.189000000002,19143.662,24941.811,7252.137,14587.792999999998,24473.391,30776.818999999996,7343.037,13847.503999999999,22270.633,28231.609,9032.371,17699.328999999998,26499.726,34112.350999999995,8050.62,14531.122,22347.022,29893.092000000004,7530.478,15837.293999999998,27164.849000000002,38481.361,10066.996,19971.4,30392.689000000002,42733.279,9761.761,21717.981999999996,34176.292,48473.604999999996,12943.474000000002,27400.577999999998,42429.652,55930.251,15566.291,31921.595,51217.808000000005,68842.614,16398.36,30065.116,47804.126,60683.544,12632.079000000002,20755.280000000006,35945.091,53870.443,20317.956,27991.697,43319.93099999999,60323.802639999994
,Profits After Corporate Tax,6778.67,15143.115,21731.468999999997,27755.9411,6308.1410000000005,16917.437,25505.58550441,27267.705,9208.758,34230.707,46012.068999999996,59190.924,14311.332000000002,29612.5,46771.853,65845.75600000001,20203.722,39167.195999999996,61375.532999999996,82665.80099999999,24616.903000000002,39389.683000000005,56391.297,74594.727,19290.695000000003,38040.897000000004,63351.89599999999,88005.131,22600.407999999996,45716.334,71573.62700000001,97124.44,21224.951999999997,52117.06999999999,86606.67599999999,116495.36099999999,28985.550000000003,65162.541,98204.853,138467.50900000002,35711.678,64555.029,95849.34900000002,125873.11600000002,25472.738999999998,51325.756,82639.51800000001,111056.20499999997,28025.348,59985.636999999995,94773.581,135813.758,50691.066,105767.175,149125.04799999998,198398.43399999998


,Licensed Commercial Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Earnings/Profits, Rs. Mn",2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,,,2019,,,,2020,,,,2021*,,,
,,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4
,Total Income(a),75864.455,158223.55,241751.984,333022.869,84176.58499999999,173646.095,259597.44400000002,348376.791,76453.77100000001,156024.668,236405.27300000002,319142.80100000004,79350.13500000001,162158.08700000003,251677.97000000003,346836.456,108878.871,227994.82200000004,353578.57800000004,490392.732,142559.35100000002,285638.691,431413.236,576502.035,133445.154,262108.895,401825.647,546701.7380000001,133331.162,271484.06700000004,420444.30799999996,578491.1769999999,160295.728,333976.00899999996,525561.3840000001,735228.695,214306.237,447077.128,689155.704,939388.9410000001,253866.791,511973.89499999996,787980.9750000001,1089353.288,281829.966,577556.3450000001,873493.3400000001,1163363.3830000001,290892.377,570166.882,842600.8799999999,1121389.412,288559.64,570531.961,858423.8390000002,1176561.172
,Interest Income,66249.093,134954.255,207531.954,286559.665,72712.875,148976.203,223076.63799999998,299043.68499999994,64696.696,130538.93599999999,197601.766,267386.444,67086.997,137680.672,212447.342,293177.05799999996,87443.61799999999,187947.97100000002,298026.876,418678.073,121025.705,247893.723,375693.513,499522.846,113414.60299999999,223189.741,339260.0300000001,460732.83300000004,113632.92199999999,231264.16,353637.341,486794.33700000006,137940.316,289499.20900000003,456665.51300000004,637691.175,188510.03300000002,391074.55399999995,604940.5599999999,826393.41,219993.617,449446.071,689221.248,948170.9769999998,254614.783,515857.79,778309.8749999999,1036497.1680000001,253999.589,499343.07399999996,741574.2089999999,986185.7239999999,239310.345,483876.91199999995,737047.6250000001,1014808.09
,Interest Expenses,42705.149000000005,87300.64199999999,133609.906,183570.467,47112.261000000006,95619.177,141463.518,184766.22300000003,35205.835999999996,69758.67700000001,104892.09999999999,139893.45500000002,34804.187,71709.527,110324.962,153078.929,48107.163,104923.90699999999,171109.54,244446.47400000002,77814.57900000001,160707.47300000003,241286.04200000002,321140.95399999997,73532.59,141466.621,207047.892,270247.115,60656.876000000004,123745.303,190171.54700000002,260806.82800000004,78630.07400000001,166673.775,266128.512,373959.805,119734.98499999997,249481.689,386379.8009999999,525671.323,138453.59399999998,282878.39499999996,434785.977,595904.8080000001,162894.087,329927.54600000003,495679.29000000004,658448.4369999999,162549.448,321603.863,471900.591,616645.2790000001,135484.851,267854.47500000003,404834.478,548106.384
,Net Interest Income,23543.944,47653.613,73922.048,102989.19800000002,25600.614,53357.026,81613.12,114277.462,29490.86,60780.259000000005,92709.666,127492.989,32282.81,65971.145,102122.37999999999,140098.129,39336.455,83024.064,126917.33599999998,174231.599,43211.126,87186.25,134407.471,178381.892,39882.013,81723.12000000001,132212.138,190485.71800000002,52976.046,107518.857,163465.79399999997,225987.509,59310.24199999999,122825.434,190537.001,263731.37,68775.04800000001,141592.865,218560.75899999996,300722.087,81540.023,166567.676,254435.271,352266.169,91720.696,185930.24399999998,282630.585,378048.73099999997,91450.141,177739.211,269673.618,369540.44499999995,103825.494,216022.437,332213.14699999994,466701.706
,Non-interest Income,9615.362000000001,23269.295,34220.03,46463.204000000005,11463.710000000001,24669.892,36520.806,49333.106,11757.075,25485.732,38803.507,51756.35700000001,12263.137999999999,24477.415,39230.628,53659.398,21435.253,40046.851,55551.70199999999,71714.65900000001,21533.645999999993,37744.968,55719.723,76979.18900000001,20030.551,38919.153999999995,62565.617,85968.905,19698.24,40219.907,66806.967,91696.84,22355.412,44476.799999999996,68895.871,97537.52,25796.204,56002.574,84215.144,112995.53099999999,33873.174,62527.824,98759.727,141182.31100000002,27215.183000000005,61698.55500000001,95183.465,126866.215,36892.78799999999,70823.808,101026.671,135203.68800000002,49249.295000000006,86655.04900000001,121376.21399999999,161753.08199999997
,Foreign Exchange  Income (net),2079.573,5447.5070000000005,8363.057,13842.844,4208.632,6462.281,9354.721000000001,12055.588,3017.474,6072.644,8443.405,11922.378,3232.9809999999998,6036.3330000000005,10053.865000000002,15064.577,11795.375,19675.642,23229.994,26827.21,4371.495,8613.384,14312.373000000001,17335.846,4563.154,8644.976999999999,12478.877,19035.612999999998,5416.254999999999,10680.630000000001,20171.45,27179.759,7119.1269999999995,12800.712,18828.186,25555.406000000003,6909.469000000001,13012.581000000002,17503.769,23090.653000000002,7129.206,15052.714000000002,28439.693,47386.969,3311.684,11415.219000000001,20311.761000000006,26309.083,13963.991999999998,19061.638,24320.512999999995,31148.373000000007,18624.667,29432.43,38909.588,46069.39899999999
,Operating Expenses,18054.164,36940.151000000005,56787.012,79561.179,20593.635,39296.868,60402.494999999995,85694.16799999999,21478.957,43594.443999999996,66480.978,94417.779,23909.593,49323.67600000001,75591.81700000001,104435.687,28547.438,59436.88599999999,87201.335,118334.25999999998,29053.907000000003,60508.229,92693.166,126292.57400000001,32814.865999999995,67710.379,102656.18200000002,140026.89399999997,36664.71,74327.098,116084.062,157137.348,45998.731,84560.745,127817.31599999999,174260.612,43924.355,86071.17900000002,132543.34100000001,180461.869,50394.773,101870.849,157580.581,222689.92700000003,57240.93,114302.213,173660.38,233077.393,62497.282,105855.599,162916.249,220982.681,62220.11799999999,123361.169,190660.788,261093.17
,Staff cost,7566.051,15761.704999999998,24271.710000000003,34577.683,8869.833999999999,18039.529000000002,27667.725,39041.073000000004,9546.789999999999,19945.568,30159.628999999997,42164.761000000006,10308.34,21819.379,32833.02,45157.100999999995,12326.964,25613.683,39072.836,53106.37899999999,13312.246,27471.824,41856.03199999999,55268.789000000004,14319.824,29301.582,44455.55999999999,60096.53499999999,16305.897999999997,33733.78,51633.69300000001,70099.437,18273.476,37345.29200000001,56711.966,76866.189,19246.633,39325.469,59903.425,81938.158,21734.591000000004,44568.806,68819.191,95051.23099999999,24491.741,49676.554000000004,74797.221,100497.315,24709.271000000004,47772.281,73317.669,99897.179,28103.617,55567.635,83393.88900000001,113866.09115000001
,Provision for Bad and Doubtful Debts and Loan Write-offs (net),1798.393,4714.359,6748.26,10868.525999999998,2569.3680000000004,6301.073,8366.603,20900.201,2158.28,-5269.929,-4371.9090000000015,-6584.696999999999,-40.5329999999999,-612.3300000000004,-1628.944,-2496.723,1204.732,3220.188,4656.156,6345.970000000001,1158.924,7191.530999999999,13089.712,17565.582,1382.1710000000003,892.7990000000001,3179.2430000000013,9845.132000000001,3502.6010000000006,7266.578999999999,10733.918,15119.291000000001,2187.972,3526.1160000000004,3897.793,8827.637,2900.4410000000007,8784.489000000001,14520.693,18682.714999999997,5791.05,15965.826,25588.542000000005,38611.894,9263.684000000001,28012.267,38136.581000000006,56002.42799999999,16951.517,52779.30099999999,62349.712999999996,79458.38500000002,14921.804000000002,34837.81,56476.191000000006,85677.63156000002
,Provision for Decline in Value in Investments (net),-28.961,93.301,113.07,1220.4740000000002,29.063,-90.41600000000001,336.847,958.91,-105.624,57.911,30.882000000000005,574.748,122.91000000000001,531.956,1081.8400000000001,1697.558,258.165,211.94899999999998,-191.785,1620.775,-45.345,-68.648,-0.9190000000000023,-36.79700000000005,-1844.617,-2790.9320000000002,-2886.795,-2217.7120000000004,137.436,91.325,106.464,102.541,149.238,116.937,38.04899999999998,205.114,103.15,71.62799999999999,155.62,-133.28300000000002,308.37899999999996,418.482,495.201,1082.546,289.75899999999996,976.888,618.344,322.1889999999999,722.0400000000001,1139.638,522.302,747.757,540.865,459.763,-62.67200000000004,8327.87341
,Operating Profit Before VAT & Taxes ,13335.71,29174.71,44493.736000000004,57802.294,13872.257999999998,32519.392999999996,49027.981,56057.289000000004,17716.322,47883.56499999999,69373.222,90841.516,20553.978,41205.258,66308.295,90121.005,30761.373,60201.892,90803.33200000001,119645.25299999998,34577.286,57300.10600000001,84345.235,111539.72200000001,27560.144,54830.028,91829.125,128800.30900000002,32369.539,66053.762,103348.31700000001,145325.169,33329.712999999996,79098.436,127679.714,177975.52700000003,47643.306,102668.14300000001,155556.24899999998,214706.31699999998,58918.994999999995,110840.34300000001,169530.674,231064.113,52141.505999999994,104337.431,165398.745,215512.936,48172.09,88788.48099999999,144912.025,203555.31000000003,75392.002,144018.744,206515.054,273356.11393
,VAT on Financial Services,3336.0129999999995,7294.147999999999,11303.014000000001,13429.661,3862.0149999999994,8540.153,13132.682,15306.382,4690.5830000000005,11897.514,15739.783000000001,21250.932,2971.0409999999997,6004.514999999999,9488.958999999999,11478.087,4185.345,8248.203,12331.391,15626.789999999999,4354.615,7888.022999999999,11656.145999999999,15485.327,4165.8060000000005,8039.747,13241.812999999998,18939.534,4671.357999999999,9944.166,15465.939999999999,22586.315,5558.186,13217.279,19695.12,30009.039999999997,9091.439999999999,19113.493,28487.514000000003,39252.74800000001,11393.229,21595.704999999998,33094.793,48023.088,13058.803,27813.078999999998,42898.436,56017.914,9523.824,15663.256,25937.925,36618.94,13408.144,26598.477000000003,37768.244999999995,48876.17493000001
,Operating Profit Before Corporate Taxes,9999.697,21880.562,33190.722,44372.633,10010.242999999999,23979.239999999998,35895.299,40750.90700000001,13025.739,35986.05099999999,53633.439,69590.584,17582.936999999998,35200.743,56819.335999999996,78642.918,26576.028,51953.689,78471.941,104018.46299999999,30222.671000000002,49412.083000000006,72689.089,96054.395,23394.338,46790.280999999995,78587.312,109860.77500000002,27698.181,56109.596000000005,87882.37700000001,122738.85399999999,27771.527,65881.157,107984.59400000001,147966.48700000002,38551.866,83554.65000000001,127068.73499999999,175453.569,47525.765999999996,89244.638,136435.881,183041.02500000002,39082.702999999994,76524.352,122500.30900000001,159495.022,38648.265999999996,73125.22499999999,118974.1,166936.37000000002,61983.85799999999,117420.26699999999,168746.809,224479.93899999998
,Corporate Tax,4121.688999999999,8990.454,14344.336999999998,19198.558999999997,4431.813,10354.596000000001,15959.573999999999,19917.731,5874.115,11647.990999999998,20078.982,24407.528,6277.298000000001,11552.568,18818.232,23567.584,8131.123,15935.139,23891.798,30479.665999999997,7514.231,13542.086,20627.341,27635.657000000003,7033.168,14001.482999999998,23417.544,33272.181,8746.797999999999,16939.499,25957.168,37130.402,8758.931,19346.028,30330.353000000003,43105.788,11760.877000000002,24875.809999999998,38344.986000000004,49946.395,14050.713,28832.748,46546.615000000005,63543.167,14983.317000000001,27247.519,43587.505,54721.323000000004,11303.266000000001,18105.700000000004,31816.362,46412.083999999995,16978.247,24533.704,37660.45199999999,52247.459639999994
,Operating Profits After Corporate Tax,5878.008,12890.108,18846.385,25174.074,5578.43,13624.644000000002,19935.725,20833.176,7151.624,24338.06,33554.456999999995,45183.056,11305.639000000001,23648.175,38001.104,55075.334,18444.905000000002,36018.549999999996,54580.143,73538.79699999999,22708.440000000002,35869.997,52061.748,68418.738,16361.170000000002,32788.798,55169.768,76588.594,18951.382999999998,39170.097,61925.20900000001,85608.452,19012.595999999998,46535.12899999999,77654.241,104860.699,26790.989,58678.84,88723.749,125507.17400000001,33475.053,60411.89,89889.26600000002,119497.85800000002,24099.386,49276.833,78912.804,104773.69899999998,27345,55019.524999999994,87157.73800000001,120524.28600000001,45005.611,92886.56300000001,131086.357,172232.47999999998


,Licensed Specialised Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Earnings/Profits, Rs. Mn",2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,,,2019,,,,2020,,,,2021*,,,
,,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4,Q1,Q2,Q3,Q4
,Total Income(a),15046.788,31184.382,47888.921,65214.989,15450.562999999998,34464.369999999995,53978.48100441,75017.617,18526.711000000003,41280.051999999996,60634.05999999999,78242.55299999999,17526.892,35085.132,52823.382000000005,71492.076,19118.658,38760.975999999995,60041.893000000004,84100.06199999999,24365.554999999997,49221.06799999999,73639.60399999999,100433.94,27349.380999999998,53908.609,83371.04700000002,113148.512,28949.323000000004,57596.301999999996,87267.078,110317.80400000002,29344.055999999997,59327.447,91012.688,125129.15599999997,34555.49,73951.633,113801.32200000001,155131.936,40835.938,83546.26700000002,127336.25299999998,167096.584,43216.223999999995,87299.90299999999,131935.038,178249.653,45209.74,90556.498,132693.94,181659.012,46226.404,92241.30599999998,138529.646,188259.46999999994
,Interest Income,13246.195,27381.157,42016.79049999999,57224.98100000001,13387.613,29911.267,46866.112004409995,65205.819,16252.538,30250.507999999998,46578.346000000005,62704.274000000005,15604.666000000001,31495.652000000002,47763.081000000006,64513.68300000001,17416.198,35532.665,54817.022000000004,76940.079,21845.264,44747.04299999999,67476.899,91632.742,24440.794,48530.743,74430.06499999999,101076.13,27063.047000000002,53997.704000000005,82263.52499999998,104536.93200000002,28333.030999999995,56906.477,87331.05000000002,119794.97699999998,33369.08,69283.00700000001,106804.57599999999,146118.744,39315.45799999999,80587.218,122512.57199999999,160564.64999999997,42069.929000000004,84672.146,128356.208,172993.69900000002,44119.978,88238.048,128452.59700000001,174945.35,44755.041,89767.489,135190.551,183454.69299999997
,Interest Expenses,10605.362,21818.494,33656.3915,45111.38990000001,11263.455999999998,23849.748,36154.28450000001,49176.136,10899.689999999999,20028.971,30718.97,40439.532,9619.645999999999,19295.374,29094.743,39594.802,11206.652000000002,23474.761,37220.804,53925.316000000006,17520.889000000003,35781.007999999994,54091.759,73605.87099999998,18683.017000000003,36353.998,53470.78,70214.219,16504.471,33694.856,51287.547,64428.371,17384.458000000002,36108.136000000006,56563.85599999999,79224.995,23752.930999999997,49543.100999999995,76908.564,104965.109,27990.043,57080.267,86567.19499999999,115223.551,29222.950000000004,59633.826,90293.345,121250.52100000001,31205.769,62056.278999999995,90123.149,117386.71,24811.983999999997,50300.46699999999,74895.993,101214.26
,Net Interest Income,2640.8329999999996,5562.6630000000005,8360.399,12113.5911,2124.157,6061.519,10711.827504410001,16029.683,5352.848000000001,10221.537,15859.376,22264.742,5985.020000000001,12200.277999999998,18668.338000000003,24918.881,6209.545999999999,12057.904,17596.218,23014.762999999995,4324.375,8966.034999999998,13385.14,18026.871,5757.776999999999,12176.744999999999,20959.285,30861.911,10558.576,20302.848,30975.978000000003,40108.560999999994,10948.572999999999,20798.341000000008,30767.194,40569.982,9616.149000000001,19739.906,29896.011999999995,41153.635,11325.415,23506.951,35945.377,45341.099,12846.979,25038.319999999996,38062.863,51743.178,12914.208999999999,26181.769,38329.448,57558.64000000001,19943.057,39467.02199999999,60294.558000000005,82240.433
