9,Capital Funds (d),48416.592599999996,45354.6819348,48685.963749079994,54043.75270796348,65305.41553,88412.99811404,103087.44642499999,137271.79200000002,162519.342,199778.98700000002,218779.14800000002,243176.18,294632.07399999996,370848.7749999999,435910.45000000007,489610.643,568510.851,636726.7660000001,707284.764,866704.2300000001,1030354.162,1129897.8839999998,1254163.8080000002,1300898.5469999998,1355345.779,1408196.318,1464433.402
10,Core Capital (Tier 1 Capital)(c),42130.276000000005,48486.164000000004,43947.639,44827.90000000001,54548.208999999995,68478.182,82062.82199999999,115474.85,136419.81199999998,165624.565,195776.327,214929.827,259945.37400000004,325756.757,381877.69599999994,438271.248,492477.0,559966.148,636755.0589999999,763492.613,890613.5319999999,927923.434,999756.2459999999,1039838.6564355494,1059422.295,1072779.589,1083785.476
11,Capital Base(c),46012.003,51421.54,45971.875,46439.027,57083.056000000004,71987.70000000001,81530.56599999999,116437.264,150001.075,185856.355,227436.17799999996,246592.07700000002,294065.343,362731.725,427507.09800000006,517844.3659999999,580120.0,661314.8960000001,790188.8319999999,935596.5299999999,1102385.165,1181103.776,1265377.9990000003,1297337.857719435,1326675.3969999999,1350397.9410000003,1363610.884
12,Deposits,480245.64006,539590.6927006,609515.5088026599,698478.244300774,792574.79867,911501.47083638,1079015.89444,1272982.6940000001,1494457.4070000001,1741309.9249999998,1878231.2470000004,2231575.241,2586031.5760000004,3072543.865,3625373.9639999997,4169520.12,4686305.628,5403131.036,6295558.603999999,7399006.061999999,8492427.174999999,9162264.216,11140932.121,11644623.509,12059655.904,12465594.604999999,12671270.839999998
,Time Deposits,198952.8603,213941.70935664,247841.41586059998,299263.5904797231,330223.09339,386173.4510783,460619.44314499997,554113.203,704966.608,918239.612,1057020.319,1249748.263,1374356.588,1713124.365,2221235.768,2637791.949,2704033.523,3079517.213,3812448.651,4704310.034,5564925.709,6092544.104,7022131.707,7300071.621,7469864.673,7608962.94,7676265.519
,Savings Deposits,191528.79538,227247.87019999998,253728.172351,283185.17764,325227.92813,378775.562,447740.124,511522.152,542333.329,573693.271,585098.702,709169.498,863124.552,979663.751,1006402.527,1117772.635,1461610.748,1729594.75,1858106.999,2032338.441,2170786.054,2344127.598,3153232.752,3374105.278,3562520.611,3724535.58,3742707.439
,Demand Deposits,58418.25794000001,66993.5070016,72604.75139932001,72311.17244565958,87311.48381000002,106662.78391808,128462.359775,165101.777,183074.003,175129.448,166164.199,199457.598,267437.722,280300.446,269832.236,296548.147,380970.189,446447.836,479201.838,496010.427,543966.066,528751.701,693696.094,683719.643,710509.457,764669.85,889166.343
,Other Deposits,31345.72644,31407.60614236,35341.16919174001,43718.30373539126,49812.293340000004,39889.67384,42193.96752,42245.562,64083.467,74247.594,69948.027,73199.882,81112.714,99455.303,127903.433,117407.389,139691.168,147571.237,145801.116,166347.16,212749.346,196840.813,271871.568,286726.967,316761.163,367426.235,363131.539
13,Borrowings,118714.43806,135607.51247999998,212284.53598,196106.0818376962,167816.24349000002,189962.16202,211585.40729499998,289091.42,387593.056,439473.659,458122.993,389342.799,506912.94200000004,635488.923,804317.524,1015390.7910000001,1448208.636,1758389.2630000003,1696413.804,1607061.79,1763384.1940000001,1679395.137,1692221.344,1772377.312,1839722.3750000002,2020659.15,2181195.933
14,Contingencies,208979.5484889112,209671.94321087998,237256.29976415998,232692.44974691264,252225.07090299996,306999.296769,332970.778325,413613.26699999993,696078.757,1139192.4549999998,1180738.186,1131030.8879999998,1419207.57,1973350.2650000004,2033987.449,2244189.386,2171108.281,2271576.4570000004,5973241.312000001,2633406.089,3048774.1270000003,2804921.986,3230830.4149999996,3415478.519,3179328.252,3020562.384,3157820.573


"Earnings/Profitability, Rupees Million",,,,,,,,,,,,,,,,,,,,,,,,,,,,

15,Interest Income,72066.86712,76582.384638,90690.016929,112884.28735199998,108757.87822099999,111416.90011075999,113803.007115,141847.20500000002,193644.58399999997,278634.183,343784.646,364249.50399999996,330090.718,357690.741,495618.152,591155.588,561808.963,591331.2690000001,757486.152,972512.1540000001,1108735.6269999999,1209490.867,1161131.074,282085.748,573644.401,872238.1760000001,1198262.7829999998
16,Interest Expenses,46011.2738,51887.383056000006,59946.934761000004,81294.31813999999,69310.46653738999,60322.22431235999,57615.200785,76128.88699999999,108166.25700000001,177029.397,228681.8569,233942.35900000003,180332.98700000002,192673.731,298371.79000000004,394746.82499999995,340461.334,325235.199,453184.8,630636.432,711128.359,779698.9579999999,733963.3360000001,159876.69199999998,318154.94200000004,479730.471,649320.644
17,Net-interest Income,26055.593320000004,24695.001582,30743.082168,31589.969211999996,39447.41168361,51094.6757984,56187.80633,65718.318,85478.32699999999,101604.78600000001,115102.78910000002,130307.145,149757.731,165017.00999999998,197246.362,196408.76299999998,221347.62900000002,266096.07,304301.352,341875.722,397607.268,429791.909,427167.73799999995,122209.05600000001,255489.459,392507.70499999996,548942.139
18,Non-interest Income,13780.614379999999,13197.414703,15583.505617999997,18133.341607559996,19598.79278358,27209.10782792,29641.070065000004,30200.0351,32877.831,40202.558999999994,54453.21200000001,59144.903999999995,67294.63600000001,60637.791,78874.64200000002,85780.38700000002,98041.287,97477.712,102871.69900000001,122008.72299999998,147714.24500000002,132122.169,141917.35000000003,50466.553,89128.86600000001,124715.309,166557.85899999997
,   Foreign Exchange Income (Net),3935.5848,3635.5813199999993,3921.0641100000003,5318.79961556,4073.626025,4598.889164,6940.686030000001,5759.259999999999,9412.591999999999,9209.63,13887.053999999998,12025.653,11881.867,14891.421999999999,26738.699,16404.477000000003,19258.354,27469.257999999998,25895.052000000003,23412.049000000003,48550.761999999995,26613.068,31538.976000000006,18664.689,29717.367000000002,39158.701,46388.67399999999
19,Non-interest Expenses,23707.08998,24675.389013,30697.250097,33986.0598738,36145.15694,42424.950091720006,47298.485519999995,52774.64099999999,67076.693,75437.406,88952.456,96506.83099999999,105849.36899999999,117441.917,133506.06299999997,141969.18300000002,160184.01899999997,178491.90399999998,197229.762,204673.158,254233.901,264348.106,252396.95,71220.58299999998,141809.546,219437.50699999998,299752.33
,   Staff Cost,11045.27196,12599.34175,15326.479500000001,16083.787139999999,17198.48992,20897.731782159997,22353.486265,23945.594000000005,29357.108,33332.072,39595.981999999996,44860.049000000006,47818.98300000001,51860.407999999996,61117.65699999999,63727.344000000005,69629.93999999999,81225.21100000001,88613.113,95088.22,112147.80999999998,117814.574,117177.198,33301.395,66054.832,99622.57900000001,135390.58815000003
20,Provision for Bad and Doubtful Advances (Charged during the period),5266.72628,10653.645388000003,6641.824174,7347.53038524,8876.503560000001,12352.39471668,10664.313999999998,7666.763,8713.125999999998,11532.425000000001,16578.987999999998,26436.547000000002,2374.5560000000014,4970.532,14365.007,26279.400999999998,22502.354,25645.515999999996,19366.786999999997,28797.752999999997,50471.16299999999,71146.848,98507.68800000001,21604.234000000004,47001.26999999999,75587.412,118071.42123
21,Profit Before Tax,9960.74444,2433.003884,8408.554515,9805.04556052,14705.437967189999,20527.47719292,23307.077875000003,29957.5101,37089.271,44134.283,50423.5921,52209.516,89967.743,94077.365,116778.15199999999,104487.819,126486.49200000003,139857.71899999998,164968.96600000001,194397.75999999998,194715.73,171739.749,189743.89900000003,69786.856,133758.872,192444.979,258722.23599999998
22,Profit After Tax,6796.1613,-479.63667600000053,5576.489055,7027.24085576,11587.39982316,16730.56945058,17325.231055,19972.1891,22796.986,25352.9,27755.9411,27267.705,59190.924,65845.75600000001,82665.80099999999,74594.727,88005.131,97124.44,116495.36099999999,138467.50900000002,125873.11600000002,111056.20499999997,135854.233,49828.947,105767.175,149125.04799999998,198398.43399999998
"Selected Financial Performance Ratios, Percentage",,,,,,,,,,,,,,,,,,,,,,,,,,,,

1,Capital Adequacy,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1,Core Capital (Tier 1 Capital) Adequacy Ratio,11.574240201300903,12.056019397877149,9.940380029541004,10.1180184346202,11.708991388002,11.311622037672372,11.4383673378497,13.445254693525616,12.061537881319374,12.204005789865239,12.45884374472075,14.075485367256826,14.322399399586844,14.35706999028295,14.68142131191304,14.896377583908507,14.077583088367899,13.048874673637703,12.587036541153939,13.364575777723786,13.12196288654258,12.989318975531855,13.042059834378215,13.278002459566013,13.042630041007385,12.87740789320101,13.152594780479147
1.2,Total Capital Adequacy Ratio,12.640647663095717,12.78589668815037,10.398235686120826,10.481662787501204,12.253106442135174,11.891344512641231,11.364178570056966,13.557312872000104,13.26232327860948,13.694780315367163,14.47361816936373,16.149006491755884,16.2023321562264,15.98666689673936,16.43565959812248,17.600983958764534,16.58288103043185,15.410601566782125,15.620034049538276,16.3771731509345,16.24212601993692,16.533404726654556,16.50715926216257,16.56608470850252,16.33280370749381,16.20987692411791,16.54849764336845
1.3,Net Non-performing Advances to Capital Ratio ,65.09216598608802,82.28619359141489,75.8520863270327,97.87350494667973,69.08411940090139,41.3274529996485,26.352193392203333,17.596320881423328,14.763095705863735,14.048407403327158,18.47712196045301,26.21252637544516,19.862714267829514,14.456269135579594,15.668508520500025,26.337684207571442,17.552951860895966,12.751544671203597,9.64238726341347,9.339507204205061,14.525366958240133,19.463622254203635,17.24754953222187,15.499627043553001,17.505245500897374,15.44615059844234,11.502648107448728

2,Assets Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1,Gross Non-performing Advances Ratio(a),14.74679723333185,15.775573653145832,13.62145475947855,15.257423060515668,14.335241541191307,12.328973032724171,9.187245481608665,7.051932452709374,5.626426713765485,5.153799791085785,6.316990693503902,8.492574125942355,5.418957328878698,3.817403706172715,3.703502801150286,5.575057879310507,4.248854388453722,3.2407702974018746,2.5691268482304386,2.4984326063791076,3.4204165807946185,4.699183033815872,4.869103903006047,4.601462370876131,5.001587227867028,4.817561125359315,4.467208859235983
2.2,Net Non-performing Advances Ratio(b),9.027471294352816,9.233346251854618,7.548538610887352,9.518614262534115,7.9915285552318815,5.818850698730343,3.5420305871304474,2.5288237779374922,2.2587755846919664,2.372436205996328,3.4117014345888728,5.040194372132936,3.0371999997153334,2.0978745343406,2.2025431407982845,3.832752647251113,2.6062688236119116,1.7484549272909373,1.2475599998384317,1.2744990373886127,1.9744656464156154,2.762569698965647,2.4114054668253737,2.1190277524027854,2.4375228933393,2.1591770975963764,1.6547071201928178
2.3,Specific Provisions to Net Non-performing Loans Ratio,42.63211431883822,45.689262750805256,48.22364258913523,41.57012434600436,48.096192251094756,56.065830679179186,63.75358048397089,65.83536121234162,61.23738726533288,55.27869333992442,47.616188140772344,42.809425320442415,45.32905142740427,46.00969313726198,41.4408620891049,32.497329591884636,39.69402602409872,46.86762793840986,52.09016739106737,49.62046858073555,43.12561831143923,42.382550049663045,51.72261663542801,55.11675868786977,52.54582946178422,56.398868167284654,64.01812700644375

3,Profitability,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1,Return on Assets (ROA) Before Tax,1.4165384495600053,0.32818593870142304,0.9754870710114154,0.9988046972661658,1.3885337295792834,1.7362845698566294,1.7079134950845163,1.8523031275221191,1.8908055097511933,1.8997337371118452,1.939450639335254,1.8280082934166053,2.741358930905886,2.415130466244185,2.442189748971118,1.8721390578816919,1.9919522709847728,1.867803765044035,1.9323162917323118,1.9895608220768624,1.7696607788333107,1.4318176168730146,1.3933867917350504,1.9688359330422411,1.8130260588922475,1.668684740515591,1.6195221764162497
3.2,Return on Assets (ROA) After Tax,0.9664986739535792,-0.06469780577986523,0.6469355660458805,0.7158397309049895,1.0735251619104123,1.4151290637885043,1.2695712471116398,1.2347760297370998,1.1621869498195534,1.091300372176045,1.067581175196494,0.954967896034524,1.8035749561481333,1.690375696518295,1.7287957407708114,1.3365357155050006,1.3859347174697703,1.297099623866978,1.3645347329844872,1.4171435464944422,1.1439893248210389,0.925890667174906,0.9976473281151241,1.405780787133574,1.4336143956897054,1.293058895687037,1.2419136004578115
3.3,Return on Equity (ROE),14.036946705745649,-1.0229927627186037,11.859742166691447,13.681028427053912,19.05216599497599,21.76464094253467,18.09207660915192,16.410570327583095,15.206071426457212,13.99559311795777,13.37990821650791,11.803512671041606,22.027415281111786,19.788991158234808,20.316508407034434,15.999223315063658,16.557032461554506,16.155999235860495,17.33547081090368,17.56071073946181,13.153289500955486,10.262016381300635,11.386063587686552,16.16138871922909,16.538569932676754,15.124094827407383,14.516273985492756
3.4,Efficiency Ratio,71.65426833874676,91.9643037775942,79.5698959069813,77.74304221927339,71.52388850469994,69.48444524725045,69.74048520967246,67.25142848162687,56.722261903078696,55.57037958025358,55.5527693892515,56.273595590505586,47.19075547517786,52.65012433098808,49.37181891662305,53.37212331453253,51.399158083148286,50.96206655670827,49.22764261439117,45.671168682806666,49.96689407488187,52.68220971787847,51.776526822991784,45.06249557651511,45.68442402922704,47.54973037486258,48.089206815833805
3.5,Staff Cost to Operating Expenses,44.59748027783847,48.94846880272122,47.38493329320491,47.128564549879044,46.719608292403954,44.59859524040132,41.859241827942924,40.123380901721,43.76648085498193,44.185071793163196,44.51364670583125,46.4838069338325,45.176445973900904,44.15834595070514,45.778937395524885,44.888152945135985,43.468718312030866,45.50638386377459,44.92887488248351,46.458568836857445,44.112059626540514,44.567965998591255,46.42575831443288,46.75810502702569,46.57996154927398,45.399066167845234,45.16748481988447
3.6,Interest Margin,3.864098202572702,3.47830767339249,3.7143560236121087,3.3242129619713867,3.781408404265558,4.3134623201943985,4.115428714838479,4.064250131353114,4.357672375278395,4.373517064188611,4.42721687630949,4.5624353566395826,4.563187645477015,4.236275200729966,4.125027113789626,3.519113711451173,3.4858577014187797,3.553720487958346,3.5643459150114873,3.498921708307961,3.6136268372291487,3.583233529098051,3.1369118433923315,3.447777913880681,3.4630154995571614,3.4034227407320152,3.4362101279917483

4,Liquidity Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1,Liquid Assets Ratio(e),29.437004100992013,31.365518888471073,28.959787628589766,31.90063257611954,32.9847983554525,32.18693835706952,33.82682490924131,31.701176012168176,30.36017844470356,30.388220473348277,31.255052464462114,39.18041089107914,36.619024462435085,32.43030274489914,31.345994888682633,37.653717736726705,39.501429984377076,33.91405416329836,29.852700328846616,31.25213121559221,27.57875157081142,30.99661626661109,37.32871784297087,37.9577709924501,37.52621218999023,34.36456561526193,33.77401813016288
4.2,Credit to Deposit Ratio,77.56985177282569,80.7260662372347,85.90759393822253,84.94574018033383,76.50378630477532,74.00619277650392,75.60391328372246,78.75818506610428,86.30316548357807,88.10024778264558,87.03969232196462,71.5389801839937,76.38576883517526,84.65860254177038,86.86899057370734,82.18111468858915,83.10480365413333,87.26959253989855,88.01048221010255,86.91600005969559,90.59122241620872,88.65100362855547,82.59758911603554,83.84151893321639,82.88981362141526,83.07024156218257,82.70414229699999


,* Provisional Data,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(a) Net of interest in suspense.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(b) Net of interest in suspense and specific loan loss provisions.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(c) Estimated in terms of Capital Adequacy Requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(d) Capital funds reported in the balance sheet.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,(e) Estimated in terms of statutory liquid assets requirement.,,,,,,,,,,,,,,,,,,,,,,,,,,,

<new sheet>
sheet_name: LCB's

Table 4.2 : Annual Statistics of  Licensed Commercial Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,Item,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,Q1 2021*,Q2 2021*,Q3 2021*,2021 *

1,Assets,544695.98066,600429.4585927599,745827.86108434,799449.9767144995,862283.4931899998,987215.1580388402,1155213.774295,1461539.79,1786948.705,2098279.001,2259914.151,2506584.7653213,2974559.452,3578497.0370000005,4355687.760000001,5022147.427000001,5884360.682000001,6974300.1,7843338.3270000005,8926191.513,10372406.844,10944007.243,12828818.733,13396572.896000002,13874766.818000002,14434073.058,14820544.863999998
,"Market Share,(%)-Sector",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100,100
,Industry,77.461973999504,77.02554705521295,78.96949579063597,78.4616536892777,78.4450783630894,78.02161877170063,78.9083412833498,82.06496792139946,83.41792232822898,83.79035437141584,83.77965862207564,83.1852462583503,83.77824292251029,84.15570030362626,85.43547206425215,84.52697963911493,84.40192389151329,86.34258685524371,86.69945260349064,86.72606756718437,87.94653341934426,87.3933010002945,87.47162211968377,87.38967079686144,87.49775666643568,87.51094533713427,87.51094533713427
2,Gross Loans and Advances(a),313795.92714,363759.78999943996,443099.15829268005,511280.98561989283,524481.53728,579784.03766784,708990.3971499999,901463.195,1151160.2170448,1366453.6515888,1456603.1864837997,1406978.6554498998,1764189.254648,2329119.3665919,2830681.5580487996,3079441.3997810003,3453874.827782,4258329.5165140005,5007521.6162,5791213.7102648,6980883.055638799,7362382.644583999,8385282.989000001,8895295.541000001,9132946.1462096,9461525.465535898,9554498.332351865
,"Market Share,(%)-Sector",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100,100
,Industry,84.23467607057601,83.50960905145593,84.62225786886847,86.1717977039103,86.49818926080913,85.94899798933227,86.90969694785416,89.91451394868238,89.25355129082331,89.07210179442376,89.09941388389986,88.13191965844446,89.30975436712401,89.54112765571962,89.88214517742321,89.86981394517832,88.68493616769203,90.30895490189363,90.37621755055574,90.05264578422452,90.73867043710109,90.64250872287599,91.12317103068635,91.11204460120952,91.36393945173911,91.3698033472107,91.3698033472107
3,Net Loans and Advances(b),291592.527,334110.12446648005,410853.80438215996,476519.3895598927,486137.55710000003,537318.9403489999,664327.760795,856108.519,1108508.0090448,1324733.5615887998,1409914.2844838,1351988.4014499,1720517.824648,2288121.7065919,2786887.4890488004,3022887.4907810003,3394478.6767819994,4190662.3015139997,4938331.3472,5717335.5252648005,6875639.5816388,7213802.764584,8170592.538,8665474.705,8890335.3112096,9202240.254535902,9277234.147351867
4,Gross Non-performing Advances(a),47831.34696,57227.3069126,60186.78516262,78244.60504,76104.23542000001,72288.75956,63874.401600000005,61764.882000000005,63250.738,67774.59400000001,87395.30000000002,115894.51732130001,90313.153,80862.39300000003,96248.48700000002,158896.79599999997,123527.20599999999,123371.422,118313.18999999999,133309.635,229222.30799999996,339546.58499999996,392848.591,393125.46499999997,422184.93499999994,428905.45000000007,408328.62399999995
5,Net Non-performing Advances(b),25627.946820000005,27577.64137964,27941.4312521,43483.00898,37760.25524,29823.66224116,20252.623245,17263.272,20598.530000000002,26054.504,40706.397999999994,60904.2633213,46641.723,39864.733,52454.41800000001,102342.887,64131.055,55704.207,49122.92100000001,59431.450000000004,123978.83399999999,190966.70499999996,178158.14,163304.62900000004,179574.09999999998,169620.23900000003,131064.43900000001
6,Specific Provision for Bad and Doubtful Advances,22203.400139999998,29649.665532959996,32245.353910520003,34761.59606,38343.98018,42465.09731884,43621.778355,44501.61,42652.208000000006,41720.090000000004,46688.902,54990.254,43671.43000000001,40997.659999999996,43794.068999999996,56553.909,59396.151,67667.21500000001,69190.269,73878.18500000001,105243.474,148579.88000000003,214690.45099999997,229820.83599999998,242610.83500000002,259285.21099999998,277264.185
7,Investments,76287.03422,83943.21689099999,109807.42599999999,123280.3272,175451.48369999998,229587.317,234259.38213500002,261414.07799999998,297773.501,348510.04800000007,454041.4099999999,652837.346,763758.1329999999,717222.101,869032.7,1223967.014,1393977.7989999999,1813136.17,1735286.384,1986649.3420000002,2130274.6169999996,2370541.9209999996,3355397.204,3445328.0999999996,3524372.979,3552377.69,3912109.101
8,Risk Weighted Assets(c),301425.665,327450.60199999996,363374.274,363237.794,392474.878,529909.902,631894.782,789061.2079999999,1036610.6170000001,1214846.094,1426645.1099999999,1359095.546,1612687.0919999997,2022357.6739999999,2337214.569,2659642.9260000004,3152442.418,3969324.8400000003,4670779.444,5274708.71,6311373.007,6625558.721999999,7058635.017999999,7208610.820198399,7478217.120999999,7668990.523,7573579.078
9,Capital Funds (d),33728.0076,28619.6359348,29529.60074908,32275.020707963482,40295.53853,57034.61011404,67927.21942499999,104597.44900000001,129743.763,161709.99700000003,179050.434,197909.53399999999,236380.63199999998,305428.8219999999,366930.32700000005,418896.936,490744.48400000005,574146.851,645940.14,793226.4000000001,940796.562,1042187.9199999999,1150381.6490000002,1188309.9549999998,1235486.087,1279845.0729999999,1329016.548
10,Core Capital (Tier 1 Capital)(c),29580.139000000003,33878.26,28373.02,28351.103000000003,36318.763999999996,47028.27500000001,58984.009999999995,95903.064,116831.27299999999,144260.209,158770.725,175336.016,209462.36400000003,271187.757,323773.07999999996,380023.686,443858.421,506641.02,584194.9829999999,704857.269,819227.7239999999,864428.345,927827.352,958280.1764355494,979832.233,990248.36,1003479.7019999999
11,Capital Base(c),33532.053,37830.233,31401.807,31211.139000000003,40609.684,54638.571,65000.42,101320.761,131292.09,165040.23700000002,197077.05799999996,209716.86200000002,244767.85700000002,312931.97699999996,373521.80500000005,465391.10199999996,536778.875,607915.672,730821.96,864223.771,1020877.8019999999,1100403.105,1175552.9190000002,1197286.6997194348,1229086.355,1250295.0670000003,1266396.108
12,Deposits,389271.61105999997,436007.4407006,492253.89280265995,565090.789300774,641341.8926700001,730295.19143638,875736.3484399999,1042003.3360000001,1235537.1390000002,1456701.0089999998,1560246.6050000004,1850591.271,2153425.396,2558730.5330000003,3061296.7129999995,3552439.4880000004,3976635.0629999996,4638975.998000001,5449413.096999999,6424432.363999999,7407814.990999999,7884734.964,9587311.591999998,10016852.349,10376386.009,10742153.215999998,10908638.125999998
,Time Deposits,144851.88830000002,152677.75535664,174480.76086059998,212994.60547972308,231955.46238999994,266670.32427830005,326065.899145,398067.985,534022.9,722431.213,828871.401,968288.071,1061392.595,1333777.349,1794658.032,2170548.091,2180149.087,2531020.428,3200729.881,3985888.196,4751133.455,5114556.51,5846205.067,6068723.238,6198061.725,6313130.493,6345869.463
,Savings Deposits,157222.42838,188038.4772,213338.009351,240080.08763999998,276619.18813,321904.2084,383433.291,440572.685,458997.84,485931.484,497726.584,611259.584,745808.889,849820.329,874131.342,974164.46,1282185.904,1518521.45,1627851.049,1779045.497,1909489.171,2055438.397,2788808.386,2991305.659,3164889.911,3311519.342,3324448.79
,Demand Deposits,58418.25794000001,66993.5070016,72604.75139932001,72311.17244565958,87311.48381000002,106662.78391808,128462.359775,165101.777,183074.003,175129.448,166164.199,199457.598,267437.722,280300.446,269832.236,296548.147,380970.189,446447.836,479201.838,496010.427,543966.066,528751.701,693696.094,683719.643,710509.457,764669.85,889166.343
,Other Deposits,28779.036439999996,28297.70114236,31830.371191740007,39704.92373539126,45455.75834,35057.874840000004,37774.79852,38260.889,59442.396,73208.864,67484.421,71586.018,78786.19,94832.409,122675.103,111178.79,133329.883,142986.284,141630.329,163488.244,203226.299,185988.356,258602.045,273103.809,302924.916,352833.531,349153.53
,"Market Share,(%)-Sector",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100,100,100,100
,Industry,81.05677149122393,80.80336569899386,80.76150412803274,80.90313390740891,80.91878441583304,80.1200233682862,81.1606532352797,81.85526330493855,82.67463048547091,83.65547040685477,83.0699951080092,82.92757676280385,83.27142699977612,83.2772661815196,84.44085336847196,85.20020016116388,84.85650272658657,85.85718108799168,86.55964370719406,86.82831599496532,87.22847824715083,86.05662070114656,86.05484252011986,86.02126415901799,86.04213993832374,86.17441491071175,86.17441491071175
